"   ","STRENGTHS","WEAKNESSES","PLAYING_STYLE","P_NAME","P_ID","TEAM_NAME","PLAYER_ID","ROWID"
"13089","Size/Length","Lack of Size/Length","Man-to-Man Defense","Small Forward","4","""MEM""","3028","AACmXpAAGAAA2gQABP"
"13090","Size/Length","Lack of Experience","Zone Defense","Shooting Guard","2","""SAC""","6804","AACmXpAAGAAA2gQABQ"
"13091","Basketball IQ","Inconsistent Shooting","Half-Court Offense","Center","5","""CHI""","8959","AACmXpAAGAAA2gQABR"
"13092","Passing","Weak Defense","Fast Break","Center","3","""BOS""","17960","AACmXpAAGAAA2gQABS"
"13093","Rebounding","Inconsistent Shooting","Isolation","Power Forward","4","""TOR""","4180","AACmXpAAGAAA2gQABT"
"13094","Rebounding","Poor Ball Handling","Pick-and-Roll","Center","2","""LAL""","18365","AACmXpAAGAAA2gQABU"
"13095","Athleticism","Poor Ball Handling","Isolation","Center","4","""SAC""","275","AACmXpAAGAAA2gQABV"
"13096","Versatility","Weak Defense","Half-Court Offense","Power Forward","2","""GSW""","5025","AACmXpAAGAAA2gQABW"
"13097","Defense","Lack of Athleticism","Isolation","Point Guard","1","""DAL""","9431","AACmXpAAGAAA2gQABX"
"13098","Scoring","Weak Defense","Fast Break","Power Forward","1","""DET""","582","AACmXpAAGAAA2gQABY"
"13099","Defense","Lack of Experience","Small Ball","Small Forward","1","""ORL""","18983","AACmXpAAGAAA2gQABZ"
"13100","Versatility","Poor Ball Handling","Small Ball","Point Guard","3","""BOS""","14062","AACmXpAAGAAA2gQABa"
"13101","Scoring","Lack of Experience","Man-to-Man Defense","Small Forward","5","""DEN""","14309","AACmXpAAGAAA2gQABb"
"13102","Basketball IQ","Inconsistent Shooting","Small Ball","Point Guard","3","""WAS""","4254","AACmXpAAGAAA2gQABc"
"13103","Passing","Lack of Experience","Small Ball","Point Guard","3","""MIL""","15944","AACmXpAAGAAA2gQABd"
"13104","Basketball IQ","Lack of Size/Length","Triangle Offense","Power Forward","2","""DEN""","2356","AACmXpAAGAAA2gQABe"
"13105","Basketball IQ","Inconsistent Shooting","Fast Break","Power Forward","1","""SAC""","16251","AACmXpAAGAAA2gQABf"
"13106","Shooting","Lack of Athleticism","Fast Break","Point Guard","3","""DET""","8224","AACmXpAAGAAA2gQABg"
"13107","Leadership","Lack of Athleticism","Small Ball","Center","4","""POR""","4863","AACmXpAAGAAA2gQABh"
"13108","Ball Handling","Inconsistent Shooting","Fast Break","Power Forward","3","""CLE""","16247","AACmXpAAGAAA2gQABi"
"13109","Rebounding","Inconsistent Shooting","Triangle Offense","Small Forward","3","""CHA""","12823","AACmXpAAGAAA2gRAAA"
"13110","Scoring","Lack of Experience","Zone Defense","Power Forward","1","""PHX""","8829","AACmXpAAGAAA2gRAAB"
"13111","Size/Length","Poor Decision Making","Pick-and-Roll","Power Forward","2","""NYK""","14739","AACmXpAAGAAA2gRAAC"
"13112","Rebounding","Poor Decision Making","Zone Defense","Small Forward","4","""UTA""","19473","AACmXpAAGAAA2gRAAD"
"13113","Rebounding","Foul Prone","Fast Break","Shooting Guard","3","""GSW""","9919","AACmXpAAGAAA2gRAAE"
"13114","Basketball IQ","Lack of Experience","Zone Defense","Center","4","""TOR""","12849","AACmXpAAGAAA2gRAAF"
"13115","Scoring","Injury Prone","Fast Break","Small Forward","1","""LAC""","7943","AACmXpAAGAAA2gRAAG"
"13116","Rebounding","Lack of Athleticism","Fast Break","Power Forward","2","""CLE""","3822","AACmXpAAGAAA2gRAAH"
"13117","Versatility","Lack of Athleticism","Triangle Offense","Shooting Guard","2","""DET""","7904","AACmXpAAGAAA2gRAAI"
"13118","Passing","Injury Prone","Half-Court Offense","Power Forward","2","""LAC""","11211","AACmXpAAGAAA2gRAAJ"
"13119","Ball Handling","Lack of Athleticism","Triangle Offense","Shooting Guard","1","ATL","6439","AACmXpAAGAAA2gRAAK"
"13120","Size/Length","Lack of Experience","Half-Court Offense","Small Forward","5","""BKN""","5857","AACmXpAAGAAA2gRAAL"
"13121","Rebounding","Lack of Athleticism","Small Ball","Point Guard","5","""NYK""","17267","AACmXpAAGAAA2gRAAM"
"13122","Ball Handling","Injury Prone","Isolation","Center","2","""GSW""","4313","AACmXpAAGAAA2gRAAN"
"13123","Scoring","Foul Prone","Zone Defense","Small Forward","1","""WAS""","12665","AACmXpAAGAAA2gRAAO"
"13124","Leadership","Poor Ball Handling","Isolation","Power Forward","1","""IND""","1591","AACmXpAAGAAA2gRAAP"
"13125","Passing","Inconsistent Shooting","Pick-and-Roll","Shooting Guard","5","""OKC""","12765","AACmXpAAGAAA2gRAAQ"
"13126","Shooting","Inconsistent Shooting","Fast Break","Small Forward","5","""DEN""","14893","AACmXpAAGAAA2gRAAR"
"13127","Shooting","Poor Ball Handling","Fast Break","Point Guard","2","""CHI""","4088","AACmXpAAGAAA2gRAAS"
"13128","Basketball IQ","Inconsistent Shooting","Fast Break","Power Forward","4","""DEN""","15707","AACmXpAAGAAA2gRAAT"
"13129","Defense","Inconsistent Shooting","Isolation","Point Guard","3","""CLE""","715","AACmXpAAGAAA2gRAAU"
"13130","Size/Length","Lack of Experience","Isolation","Point Guard","3","""SAS""","11440","AACmXpAAGAAA2gRAAV"
"13131","Passing","Injury Prone","Pick-and-Roll","Center","4","""ORL""","16132","AACmXpAAGAAA2gRAAW"
"13132","Athleticism","Poor Ball Handling","Small Ball","Small Forward","5","""NYK""","1045","AACmXpAAGAAA2gRAAX"
"13133","Athleticism","Foul Prone","Man-to-Man Defense","Center","1","""WAS""","7314","AACmXpAAGAAA2gRAAY"
"13134","Size/Length","Lack of Athleticism","Man-to-Man Defense","Shooting Guard","5","""MEM""","3201","AACmXpAAGAAA2gRAAZ"
"13135","Passing","Poor Decision Making","Small Ball","Center","4","""WAS""","11291","AACmXpAAGAAA2gRAAa"
"13136","Basketball IQ","Lack of Experience","Triangle Offense","Small Forward","2","""PHI""","1695","AACmXpAAGAAA2gRAAb"
"13137","Passing","Injury Prone","Triangle Offense","Small Forward","1","""DET""","14571","AACmXpAAGAAA2gRAAc"
"13138","Size/Length","Lack of Experience","Small Ball","Shooting Guard","5","""TOR""","2073","AACmXpAAGAAA2gRAAd"
"13139","Passing","Lack of Size/Length","Small Ball","Power Forward","2","""CHI""","3505","AACmXpAAGAAA2gRAAe"
"13140","Ball Handling","Poor Decision Making","Zone Defense","Point Guard","5","""IND""","7524","AACmXpAAGAAA2gRAAf"
"13141","Athleticism","Inconsistent Shooting","Zone Defense","Power Forward","1","""HOU""","15386","AACmXpAAGAAA2gRAAg"
"13142","Ball Handling","Weak Defense","Triangle Offense","Center","4","""MIA""","11707","AACmXpAAGAAA2gRAAh"
"13143","Defense","Lack of Size/Length","Zone Defense","Center","4","""ORL""","11844","AACmXpAAGAAA2gRAAi"
"13144","Shooting","Weak Defense","Pick-and-Roll","Power Forward","3","""WAS""","12931","AACmXpAAGAAA2gRAAj"
"13145","Size/Length","Lack of Athleticism","Man-to-Man Defense","Small Forward","3","""LAL""","4360","AACmXpAAGAAA2gRAAk"
"13146","Athleticism","Weak Defense","Fast Break","Center","3","""LAC""","9133","AACmXpAAGAAA2gRAAl"
"13147","Passing","Lack of Size/Length","Triangle Offense","Power Forward","2","""TOR""","2577","AACmXpAAGAAA2gRAAm"
"13148","Ball Handling","Inconsistent Shooting","Man-to-Man Defense","Shooting Guard","5","""MEM""","17666","AACmXpAAGAAA2gRAAn"
"13149","Leadership","Weak Defense","Fast Break","Small Forward","2","""UTA""","5884","AACmXpAAGAAA2gRAAo"
"13150","Rebounding","Lack of Experience","Pick-and-Roll","Shooting Guard","1","""SAC""","9209","AACmXpAAGAAA2gRAAp"
"13151","Versatility","Foul Prone","Man-to-Man Defense","Point Guard","2","""MEM""","3679","AACmXpAAGAAA2gRAAq"
"13152","Athleticism","Poor Decision Making","Half-Court Offense","Power Forward","2","""CLE""","12499","AACmXpAAGAAA2gRAAr"
"13153","Athleticism","Lack of Athleticism","Zone Defense","Center","1","""PHI""","6081","AACmXpAAGAAA2gRAAs"
"13154","Rebounding","Lack of Athleticism","Small Ball","Center","1","""DET""","7224","AACmXpAAGAAA2gRAAt"
"13155","Defense","Weak Defense","Man-to-Man Defense","Point Guard","4","""SAC""","844","AACmXpAAGAAA2gRAAu"
"13156","Athleticism","Injury Prone","Fast Break","Power Forward","2","""LAL""","17576","AACmXpAAGAAA2gRAAv"
"13157","Passing","Foul Prone","Zone Defense","Shooting Guard","5","""ORL""","156","AACmXpAAGAAA2gRAAw"
"13158","Defense","Weak Defense","Triangle Offense","Power Forward","5","ATL","19953","AACmXpAAGAAA2gRAAx"
"13159","Versatility","Lack of Size/Length","Pick-and-Roll","Shooting Guard","1","""WAS""","9062","AACmXpAAGAAA2gRAAy"
"13160","Shooting","Poor Ball Handling","Zone Defense","Center","1","""NOP""","6251","AACmXpAAGAAA2gRAAz"
"13161","Rebounding","Foul Prone","Zone Defense","Small Forward","5","""BOS""","11717","AACmXpAAGAAA2gRAA0"
"13162","Scoring","Inconsistent Shooting","Small Ball","Shooting Guard","2","""CLE""","10481","AACmXpAAGAAA2gRAA1"
"13163","Versatility","Lack of Athleticism","Zone Defense","Shooting Guard","3","""DAL""","18827","AACmXpAAGAAA2gRAA2"
"13164","Rebounding","Lack of Experience","Triangle Offense","Point Guard","4","""TOR""","12235","AACmXpAAGAAA2gRAA3"
"13165","Versatility","Lack of Size/Length","Man-to-Man Defense","Small Forward","3","""WAS""","5634","AACmXpAAGAAA2gRAA4"
"13166","Size/Length","Injury Prone","Fast Break","Point Guard","1","""CHI""","7113","AACmXpAAGAAA2gRAA5"
"13167","Ball Handling","Inconsistent Shooting","Fast Break","Center","3","""MEM""","1035","AACmXpAAGAAA2gRAA6"
"13168","Shooting","Injury Prone","Small Ball","Power Forward","4","""SAS""","2840","AACmXpAAGAAA2gRAA7"
"13169","Basketball IQ","Injury Prone","Triangle Offense","Small Forward","2","""POR""","991","AACmXpAAGAAA2gRAA8"
"13170","Passing","Inconsistent Shooting","Triangle Offense","Power Forward","2","""LAC""","11674","AACmXpAAGAAA2gRAA9"
"13171","Passing","Lack of Size/Length","Small Ball","Power Forward","3","""CLE""","19639","AACmXpAAGAAA2gRAA+"
"13172","Size/Length","Poor Decision Making","Triangle Offense","Power Forward","5","""MIA""","6167","AACmXpAAGAAA2gRAA/"
"13173","Passing","Lack of Athleticism","Zone Defense","Center","1","""GSW""","15708","AACmXpAAGAAA2gRABA"
"13174","Rebounding","Lack of Size/Length","Triangle Offense","Shooting Guard","2","""MIA""","17518","AACmXpAAGAAA2gRABB"
"13175","Ball Handling","Lack of Size/Length","Pick-and-Roll","Point Guard","5","""MIL""","6115","AACmXpAAGAAA2gRABC"
"13176","Shooting","Lack of Athleticism","Half-Court Offense","Center","2","""NYK""","5014","AACmXpAAGAAA2gRABD"
"13177","Rebounding","Poor Decision Making","Man-to-Man Defense","Power Forward","5","""MEM""","19374","AACmXpAAGAAA2gRABE"
"13178","Leadership","Lack of Experience","Half-Court Offense","Point Guard","3","""MIA""","2558","AACmXpAAGAAA2gRABF"
"13179","Leadership","Lack of Size/Length","Isolation","Center","2","""CHI""","14810","AACmXpAAGAAA2gRABG"
"13180","Ball Handling","Foul Prone","Triangle Offense","Center","3","""POR""","15352","AACmXpAAGAAA2gRABH"
"13181","Basketball IQ","Weak Defense","Triangle Offense","Center","1","""LAL""","15869","AACmXpAAGAAA2gRABI"
"13182","Defense","Weak Defense","Man-to-Man Defense","Point Guard","2","""NOP""","7625","AACmXpAAGAAA2gRABJ"
"13183","Scoring","Lack of Size/Length","Zone Defense","Point Guard","3","ATL","3235","AACmXpAAGAAA2gRABK"
"13184","Athleticism","Injury Prone","Small Ball","Center","5","""OKC""","12152","AACmXpAAGAAA2gRABL"
"13185","Shooting","Lack of Experience","Half-Court Offense","Center","4","""CLE""","2342","AACmXpAAGAAA2gRABM"
"13186","Ball Handling","Lack of Experience","Man-to-Man Defense","Point Guard","2","""OKC""","15475","AACmXpAAGAAA2gRABN"
"13187","Defense","Lack of Experience","Half-Court Offense","Power Forward","5","""CLE""","6353","AACmXpAAGAAA2gRABO"
"13188","Ball Handling","Injury Prone","Pick-and-Roll","Shooting Guard","4","""WAS""","10392","AACmXpAAGAAA2gRABP"
"13189","Size/Length","Lack of Size/Length","Fast Break","Shooting Guard","5","""CHA""","16084","AACmXpAAGAAA2gRABQ"
"13190","Defense","Poor Decision Making","Small Ball","Point Guard","5","""LAL""","10749","AACmXpAAGAAA2gRABR"
"13191","Scoring","Weak Defense","Small Ball","Power Forward","5","""BOS""","18942","AACmXpAAGAAA2gRABS"
"13192","Size/Length","Poor Decision Making","Fast Break","Shooting Guard","4","""DEN""","14054","AACmXpAAGAAA2gRABT"
"13193","Basketball IQ","Inconsistent Shooting","Half-Court Offense","Point Guard","4","""MIA""","5887","AACmXpAAGAAA2gRABU"
"13194","Passing","Injury Prone","Triangle Offense","Center","3","""WAS""","6206","AACmXpAAGAAA2gRABV"
"13195","Passing","Lack of Athleticism","Small Ball","Small Forward","3","""OKC""","5085","AACmXpAAGAAA2gRABW"
"13196","Passing","Poor Ball Handling","Isolation","Shooting Guard","5","""GSW""","10920","AACmXpAAGAAA2gRABX"
"13197","Leadership","Weak Defense","Fast Break","Power Forward","4","ATL","9432","AACmXpAAGAAA2gRABY"
"13198","Rebounding","Weak Defense","Small Ball","Small Forward","5","""DEN""","5537","AACmXpAAGAAA2gRABZ"
"13199","Ball Handling","Lack of Size/Length","Isolation","Power Forward","3","""CHI""","18844","AACmXpAAGAAA2gRABa"
"13200","Rebounding","Lack of Size/Length","Zone Defense","Center","5","""NYK""","15981","AACmXpAAGAAA2gRABb"
"13201","Ball Handling","Lack of Athleticism","Half-Court Offense","Shooting Guard","4","""BKN""","3273","AACmXpAAGAAA2gRABc"
"13202","Passing","Lack of Experience","Half-Court Offense","Shooting Guard","4","""IND""","18072","AACmXpAAGAAA2gRABd"
"13203","Versatility","Lack of Experience","Triangle Offense","Center","1","""SAC""","5200","AACmXpAAGAAA2gRABe"
"13204","Defense","Injury Prone","Triangle Offense","Shooting Guard","3","""LAL""","11272","AACmXpAAGAAA2gRABf"
"13205","Scoring","Inconsistent Shooting","Small Ball","Point Guard","5","""BOS""","16986","AACmXpAAGAAA2gRABg"
"13206","Leadership","Lack of Size/Length","Isolation","Shooting Guard","1","""DET""","5697","AACmXpAAGAAA2gRABh"
"13207","Passing","Poor Decision Making","Isolation","Center","3","""MIL""","13985","AACmXpAAGAAA2gSAAA"
"13208","Defense","Lack of Experience","Pick-and-Roll","Power Forward","2","""PHI""","4552","AACmXpAAGAAA2gSAAB"
"13209","Basketball IQ","Poor Ball Handling","Man-to-Man Defense","Point Guard","3","ATL","13150","AACmXpAAGAAA2gSAAC"
"13210","Versatility","Lack of Athleticism","Man-to-Man Defense","Power Forward","3","""SAC""","17174","AACmXpAAGAAA2gSAAD"
"13211","Rebounding","Foul Prone","Pick-and-Roll","Small Forward","5","""DAL""","6195","AACmXpAAGAAA2gSAAE"
"13212","Defense","Inconsistent Shooting","Pick-and-Roll","Shooting Guard","4","""CHA""","8197","AACmXpAAGAAA2gSAAF"
"13213","Rebounding","Lack of Size/Length","Isolation","Center","4","""PHI""","13905","AACmXpAAGAAA2gSAAG"
"13214","Leadership","Lack of Athleticism","Fast Break","Small Forward","2","""LAL""","5652","AACmXpAAGAAA2gSAAH"
"13215","Basketball IQ","Lack of Size/Length","Small Ball","Power Forward","4","""MIN""","6224","AACmXpAAGAAA2gSAAI"
"13216","Leadership","Poor Ball Handling","Fast Break","Power Forward","2","""BOS""","16989","AACmXpAAGAAA2gSAAJ"
"13217","Passing","Lack of Athleticism","Small Ball","Power Forward","2","""NOP""","8172","AACmXpAAGAAA2gSAAK"
"13218","Passing","Lack of Experience","Half-Court Offense","Center","2","""MIL""","18405","AACmXpAAGAAA2gSAAL"
"13219","Shooting","Lack of Athleticism","Isolation","Center","2","""PHI""","16504","AACmXpAAGAAA2gSAAM"
"13220","Scoring","Foul Prone","Isolation","Center","2","""HOU""","15801","AACmXpAAGAAA2gSAAN"
"13221","Defense","Inconsistent Shooting","Triangle Offense","Small Forward","2","""POR""","14914","AACmXpAAGAAA2gSAAO"
"13222","Basketball IQ","Weak Defense","Man-to-Man Defense","Small Forward","5","""POR""","18346","AACmXpAAGAAA2gSAAP"
"13223","Leadership","Injury Prone","Man-to-Man Defense","Shooting Guard","3","""MIL""","9948","AACmXpAAGAAA2gSAAQ"
"13224","Shooting","Foul Prone","Man-to-Man Defense","Center","4","""MEM""","18393","AACmXpAAGAAA2gSAAR"
"13225","Scoring","Lack of Size/Length","Man-to-Man Defense","Point Guard","4","""IND""","8736","AACmXpAAGAAA2gSAAS"
"13226","Athleticism","Poor Decision Making","Triangle Offense","Shooting Guard","4","""MIL""","8127","AACmXpAAGAAA2gSAAT"
"13227","Size/Length","Weak Defense","Small Ball","Center","5","""NYK""","14370","AACmXpAAGAAA2gSAAU"
"13228","Rebounding","Poor Decision Making","Zone Defense","Small Forward","2","""TOR""","10161","AACmXpAAGAAA2gSAAV"
"13229","Scoring","Lack of Experience","Half-Court Offense","Center","3","""CHI""","6452","AACmXpAAGAAA2gSAAW"
"13230","Rebounding","Poor Decision Making","Pick-and-Roll","Shooting Guard","3","""GSW""","12512","AACmXpAAGAAA2gSAAX"
"13231","Shooting","Poor Ball Handling","Triangle Offense","Shooting Guard","2","""SAS""","14416","AACmXpAAGAAA2gSAAY"
"13232","Leadership","Lack of Athleticism","Isolation","Point Guard","2","""NYK""","4264","AACmXpAAGAAA2gSAAZ"
"13233","Shooting","Weak Defense","Triangle Offense","Small Forward","4","""SAC""","712","AACmXpAAGAAA2gSAAa"
"13234","Basketball IQ","Inconsistent Shooting","Pick-and-Roll","Point Guard","5","""PHI""","3026","AACmXpAAGAAA2gSAAb"
"13235","Ball Handling","Lack of Athleticism","Fast Break","Power Forward","3","""BOS""","1334","AACmXpAAGAAA2gSAAc"
"13236","Leadership","Weak Defense","Half-Court Offense","Shooting Guard","4","""GSW""","15198","AACmXpAAGAAA2gSAAd"
"13237","Defense","Weak Defense","Half-Court Offense","Power Forward","4","""POR""","3489","AACmXpAAGAAA2gSAAe"
"13238","Leadership","Inconsistent Shooting","Zone Defense","Point Guard","3","""UTA""","11463","AACmXpAAGAAA2gSAAf"
"13239","Basketball IQ","Foul Prone","Pick-and-Roll","Power Forward","4","""SAS""","5882","AACmXpAAGAAA2gSAAg"
"13240","Ball Handling","Lack of Experience","Small Ball","Small Forward","2","""DAL""","18866","AACmXpAAGAAA2gSAAh"
"13241","Size/Length","Lack of Size/Length","Small Ball","Power Forward","2","""CLE""","7243","AACmXpAAGAAA2gSAAi"
"13242","Ball Handling","Poor Ball Handling","Zone Defense","Center","4","""IND""","3796","AACmXpAAGAAA2gSAAj"
"13243","Size/Length","Injury Prone","Small Ball","Shooting Guard","4","""HOU""","14699","AACmXpAAGAAA2gSAAk"
"13244","Size/Length","Foul Prone","Pick-and-Roll","Point Guard","4","""PHX""","13225","AACmXpAAGAAA2gSAAl"
"13245","Passing","Lack of Athleticism","Man-to-Man Defense","Center","3","""DAL""","16572","AACmXpAAGAAA2gSAAm"
"13246","Athleticism","Inconsistent Shooting","Isolation","Power Forward","4","""IND""","11059","AACmXpAAGAAA2gSAAn"
"13247","Rebounding","Poor Ball Handling","Zone Defense","Point Guard","1","""BKN""","15444","AACmXpAAGAAA2gSAAo"
"13248","Passing","Lack of Experience","Triangle Offense","Small Forward","5","""PHX""","18549","AACmXpAAGAAA2gSAAp"
"13249","Scoring","Poor Decision Making","Fast Break","Point Guard","5","""DEN""","8164","AACmXpAAGAAA2gSAAq"
"13250","Size/Length","Inconsistent Shooting","Triangle Offense","Point Guard","4","""BKN""","18774","AACmXpAAGAAA2gSAAr"
"13251","Defense","Lack of Size/Length","Isolation","Power Forward","1","""CLE""","1010","AACmXpAAGAAA2gSAAs"
"13252","Scoring","Poor Decision Making","Pick-and-Roll","Power Forward","2","""PHI""","1396","AACmXpAAGAAA2gSAAt"
"13253","Ball Handling","Injury Prone","Half-Court Offense","Small Forward","1","""TOR""","1865","AACmXpAAGAAA2gSAAu"
"13254","Rebounding","Lack of Experience","Zone Defense","Point Guard","5","""BOS""","1463","AACmXpAAGAAA2gSAAv"
"13255","Passing","Lack of Athleticism","Triangle Offense","Power Forward","1","""NYK""","8147","AACmXpAAGAAA2gSAAw"
